num__Pclass,num__Age,num__Fare,num__FamilySize,cat__Sex_female,cat__Sex_male,cat__Embarked_C,cat__Embarked_Q,cat__Embarked_S,Survived
0.8273772438659699,-0.5348911628688886,-0.5024451714361923,0.059159876663617626,0.0,1.0,0.0,0.0,1.0,0
-1.5661069258891576,0.6683917564561223,0.7868452935884461,0.059159876663617626,1.0,0.0,1.0,0.0,0.0,1
0.8273772438659699,-0.23407043303763592,-0.4888542575852486,-0.5609748304808925,1.0,0.0,0.0,0.0,1.0,1
-1.5661069258891576,0.4427762090826827,0.4207302360686478,0.059159876663617626,1.0,0.0,0.0,0.0,1.0,1
0.8273772438659699,0.4427762090826827,-0.4863374216869257,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-0.3092756154954491,-0.47811642890864375,-0.5609748304808925,0.0,1.0,0.0,1.0,0.0,0
-1.5661069258891576,1.8716746757811333,0.395813560675251,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-2.038994812025152,-0.22408312108167944,1.9195639980971482,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-0.15886525057982273,-0.4242561406845337,0.6792945838081278,1.0,0.0,0.0,0.0,1.0,1
-0.3693648410115938,-1.136532622531394,-0.04295550208861426,0.059159876663617626,1.0,0.0,1.0,0.0,0.0,1
0.8273772438659699,-1.8885844471095259,-0.312172377522981,0.6792945838081278,1.0,0.0,0.0,0.0,1.0,1
-1.5661069258891576,2.172495405612386,-0.11384570873513637,-0.5609748304808925,1.0,0.0,0.0,0.0,1.0,1
0.8273772438659699,-0.685301527784515,-0.4863374216869257,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,0.7435969389139355,-0.01870931177853076,3.1598334123861687,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-1.136532622531394,-0.4902797934380587,-0.5609748304808925,1.0,0.0,0.0,0.0,1.0,0
-0.3693648410115938,1.9468798582389464,-0.3262666585535892,-0.5609748304808925,1.0,0.0,0.0,0.0,1.0,1
0.8273772438659699,-2.038994812025152,-0.06199888922968463,2.5396987052416584,0.0,1.0,0.0,1.0,0.0,0
-0.3693648410115938,0.06675029679361683,-0.3866707201133388,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,1
0.8273772438659699,0.14195547925143,-0.2859972841804228,0.059159876663617626,1.0,0.0,0.0,0.0,1.0,0
0.8273772438659699,-0.5724937540977952,-0.5029485386158568,-0.5609748304808925,1.0,0.0,1.0,0.0,0.0,1
-0.3693648410115938,0.4427762090826827,-0.12491978668775715,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
-0.3693648410115938,0.36757102662486957,-0.3866707201133388,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,1
0.8273772438659699,-1.061327440073581,-0.4867562231804066,-0.5609748304808925,1.0,0.0,0.0,1.0,0.0,1
-1.5661069258891576,-0.08366006812200955,0.06635974158478332,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,1
0.8273772438659699,-1.5877637172782733,-0.22408312108167944,1.9195639980971482,1.0,0.0,0.0,0.0,1.0,0
0.8273772438659699,0.6683917564561223,-0.016444159470040135,3.1598334123861687,1.0,0.0,0.0,0.0,1.0,1
0.8273772438659699,-0.3092756154954491,-0.5029485386158568,-0.5609748304808925,0.0,1.0,1.0,0.0,0.0,0
-1.5661069258891576,-0.7605067102423282,4.647001076532463,2.5396987052416584,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-0.5724937540977952,-0.48977642625839407,-0.5609748304808925,1.0,0.0,0.0,1.0,0.0,1
0.8273772438659699,-0.3092756154954491,-0.4894421904510968,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
-1.5661069258891576,0.8188021213717487,-0.09027201697708476,-0.5609748304808925,0.0,1.0,1.0,0.0,0.0,0
-1.5661069258891576,0.4427762090826827,2.301728820789,0.059159876663617626,1.0,0.0,1.0,0.0,0.0,1
0.8273772438659699,-0.5724937540977952,-0.49237782784290063,-0.5609748304808925,1.0,0.0,0.0,1.0,0.0,1
-0.3693648410115938,2.7741368652748912,-0.43700743807979686,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
-1.5661069258891576,-0.08366006812200955,1.0060617003323709,0.059159876663617626,0.0,1.0,1.0,0.0,0.0,0
-1.5661069258891576,0.969212486287375,0.39858208016340624,0.059159876663617626,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-0.3092756154954491,-0.5028639729296732,-0.5609748304808925,0.0,1.0,1.0,0.0,0.0,1
0.8273772438659699,-0.6100963453267019,-0.4863374216869257,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-0.8357118927001413,-0.2859972841804228,0.6792945838081278,1.0,0.0,0.0,0.0,1.0,0
0.8273772438659699,-1.136532622531394,-0.42207354059350805,0.059159876663617626,1.0,0.0,1.0,0.0,0.0,1
0.8273772438659699,0.8188021213717487,-0.4576454924460446,0.059159876663617626,1.0,0.0,0.0,0.0,1.0,0
-0.3693648410115938,-0.15886525057982273,-0.22559322262067316,0.059159876663617626,1.0,0.0,0.0,0.0,1.0,0
0.8273772438659699,-0.3092756154954491,-0.4894421904510968,-0.5609748304808925,0.0,1.0,1.0,0.0,0.0,0
-0.3693648410115938,-1.9637896295673392,0.18876253192945994,1.299429290952638,1.0,0.0,1.0,0.0,0.0,1
0.8273772438659699,-0.7605067102423282,-0.48977642625839407,-0.5609748304808925,1.0,0.0,0.0,1.0,0.0,1
0.8273772438659699,-0.3092756154954491,-0.4863374216869257,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-0.3092756154954491,-0.3363340021468808,0.059159876663617626,0.0,1.0,0.0,1.0,0.0,0
0.8273772438659699,-0.5724937540977952,-0.49237782784290063,-0.5609748304808925,1.0,0.0,0.0,1.0,0.0,1
0.8273772438659699,-0.3092756154954491,-0.21191774308354583,0.6792945838081278,0.0,1.0,1.0,0.0,0.0,0
0.8273772438659699,-0.8357118927001413,-0.29002422161773944,0.059159876663617626,1.0,0.0,0.0,0.0,1.0,0
0.8273772438659699,-1.6629688997360863,0.1506737441786005,2.5396987052416584,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-0.6100963453267019,-0.4913710934835715,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
-1.5661069258891576,1.4956487634920672,0.8964967865378598,0.059159876663617626,1.0,0.0,1.0,0.0,0.0,1
-0.3693648410115938,-0.008454885664196365,-0.12491978668775715,0.059159876663617626,1.0,0.0,0.0,0.0,1.0,1
-1.5661069258891576,2.6989316828170784,0.5995101505357573,0.059159876663617626,0.0,1.0,1.0,0.0,0.0,0
-1.5661069258891576,0.8188021213717487,0.06635974158478332,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,1
-0.3693648410115938,-0.6100963453267019,-0.43700743807979686,-0.5609748304808925,1.0,0.0,0.0,0.0,1.0,1
0.8273772438659699,-0.04605747689310296,-0.5028639729296732,-0.5609748304808925,0.0,1.0,1.0,0.0,0.0,0
-0.3693648410115938,-1.8133792646517128,-0.08968408411123653,1.299429290952638,1.0,0.0,0.0,0.0,1.0,1
0.8273772438659699,-1.3621481699048337,0.2958951755118318,3.779968119530679,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-0.5348911628688886,-0.5028639729296732,-0.5609748304808925,0.0,1.0,1.0,0.0,0.0,0
-1.5661069258891576,0.6683917564561223,0.962353321387736,-0.5609748304808925,1.0,0.0,0.0,0.0,1.0,1
-1.5661069258891576,1.1948280336608146,1.0323213593611125,0.059159876663617626,0.0,1.0,0.0,0.0,1.0,0
0.8273772438659699,-1.8885844471095259,-0.08666388103324908,2.5396987052416584,0.0,1.0,0.0,0.0,1.0,0
-1.5661069258891576,0.8188021213717487,-0.09027201697708476,-0.5609748304808925,0.0,1.0,1.0,0.0,0.0,0
0.8273772438659699,-0.3092756154954491,-0.3414522396297103,0.6792945838081278,0.0,1.0,1.0,0.0,0.0,1
-0.3693648410115938,-0.008454885664196365,-0.43700743807979686,-0.5609748304808925,1.0,0.0,0.0,0.0,1.0,1
0.8273772438659699,-0.7605067102423282,-0.4841568350646187,-0.5609748304808925,0.0,1.0,0.0,0.0,1.0,0
